NHEK|chr10:121200600-121200800	NHEK|chr10:121201000-121201600
NHEK|chr3:177316600-177317600	NHEK|chr3:177319400-177320400
NHEK|chr3:177316600-177317600	NHEK|chr3:177320400-177321200
NHEK|chr3:177317800-177318000	NHEK|chr3:177318600-177319400
NHEK|chr3:177317800-177318000	NHEK|chr3:177319400-177320400
NHEK|chr3:177317800-177318000	NHEK|chr3:177320400-177321200
NHEK|chr3:177318600-177319400	NHEK|chr3:177319400-177320400
NHEK|chr3:177318600-177319400	NHEK|chr3:177320400-177321200
NHEK|chr3:177319400-177320400	NHEK|chr3:177320400-177321200
NHEK|chr3:179263200-179263400	NHEK|chr3:179264200-179264400
NHEK|chr3:179263200-179263400	NHEK|chr3:179264400-179265000
NHEK|chr3:179264200-179264400	NHEK|chr3:179264400-179265000
NHEK|chr3:188667000-188667200	NHEK|chr3:188668400-188669400
NHEK|chr3:192534200-192534400	NHEK|chr3:192534400-192534800
NHEK|chr3:192534200-192534400	NHEK|chr3:192536400-192537800
NHEK|chr3:192534400-192534800	NHEK|chr3:192536400-192537800
NHEK|chr3:192548200-192548400	NHEK|chr3:192549200-192549600
NHEK|chr3:192548200-192548400	NHEK|chr3:192549600-192550000
NHEK|chr3:192548200-192548400	NHEK|chr3:192550800-192551400
NHEK|chr3:192549200-192549600	NHEK|chr3:192549600-192550000
NHEK|chr3:192549200-192549600	NHEK|chr3:192550800-192551400
NHEK|chr3:192549600-192550000	NHEK|chr3:192550800-192551400
NHEK|chr3:194973600-194973800	NHEK|chr3:194974000-194974200
NHEK|chr3:39475000-39476200	NHEK|chr3:39476200-39476800
NHEK|chr3:43220200-43223200	NHEK|chr3:43223200-43223400
NHEK|chr3:44948400-44948600	NHEK|chr3:44948600-44949000
NHEK|chr3:44948400-44948600	NHEK|chr3:44949000-44949200
NHEK|chr3:44948600-44949000	NHEK|chr3:44949000-44949200
NHEK|chr3:45522000-45522200	NHEK|chr3:45522400-45522600
NHEK|chr3:45527400-45528000	NHEK|chr3:45528800-45529000
NHEK|chr3:45527400-45528000	NHEK|chr3:45530000-45530200
NHEK|chr3:45527400-45528000	NHEK|chr3:45531000-45531200
NHEK|chr3:45527400-45528000	NHEK|chr3:45531200-45531600
NHEK|chr3:45528800-45529000	NHEK|chr3:45530000-45530200
NHEK|chr3:45528800-45529000	NHEK|chr3:45531000-45531200
NHEK|chr3:45528800-45529000	NHEK|chr3:45531200-45531600
NHEK|chr3:45528800-45529000	NHEK|chr3:45531600-45532200
NHEK|chr3:45528800-45529000	NHEK|chr3:45532200-45533000
NHEK|chr3:45530000-45530200	NHEK|chr3:45531000-45531200
NHEK|chr3:45530000-45530200	NHEK|chr3:45531200-45531600
NHEK|chr3:45530000-45530200	NHEK|chr3:45531600-45532200
NHEK|chr3:45530000-45530200	NHEK|chr3:45532200-45533000
NHEK|chr3:45531000-45531200	NHEK|chr3:45531200-45531600
NHEK|chr3:45531000-45531200	NHEK|chr3:45531600-45532200
NHEK|chr3:45531000-45531200	NHEK|chr3:45532200-45533000
NHEK|chr3:45531200-45531600	NHEK|chr3:45531600-45532200
NHEK|chr3:45531200-45531600	NHEK|chr3:45532200-45533000
NHEK|chr3:45531600-45532200	NHEK|chr3:45532200-45533000
NHEK|chr3:45549000-45549400	NHEK|chr3:45549400-45549800
NHEK|chr3:45549000-45549400	NHEK|chr3:45550000-45551600
NHEK|chr3:45549400-45549800	NHEK|chr3:45550000-45551600
NHEK|chr3:4760200-4760400	NHEK|chr3:4760400-4760600
NHEK|chr3:4760200-4760400	NHEK|chr3:4761800-4762000
NHEK|chr3:4760200-4760400	NHEK|chr3:4762000-4764000
NHEK|chr3:4760400-4760600	NHEK|chr3:4761800-4762000
NHEK|chr3:4760400-4760600	NHEK|chr3:4762000-4764000
NHEK|chr3:4761800-4762000	NHEK|chr3:4762000-4764000
NHEK|chr3:4761800-4762000	NHEK|chr3:4764600-4765000
NHEK|chr3:4762000-4764000	NHEK|chr3:4764600-4765000
NHEK|chr3:4764600-4765000	NHEK|chr3:4768400-4768800
NHEK|chr3:50576800-50577600	NHEK|chr3:50577600-50578000
NHEK|chr3:50600000-50600400	NHEK|chr3:50600400-50601000
NHEK|chr3:50600000-50600400	NHEK|chr3:50601000-50601400
NHEK|chr3:50600400-50601000	NHEK|chr3:50601000-50601400
NHEK|chr3:62155400-62155600	NHEK|chr3:62155600-62156000
NHEK|chr3:98696200-98697200	NHEK|chr3:98699600-98699800
NHEK|chr3:98704000-98704200	NHEK|chr3:98704200-98705200
NHEK|chr3:98704000-98704200	NHEK|chr3:98705200-98705600
NHEK|chr3:98704200-98705200	NHEK|chr3:98705200-98705600
NHEK|chr4:100735000-100735200	NHEK|chr4:100735200-100735600
NHEK|chr4:100735000-100735200	NHEK|chr4:100736000-100736800
NHEK|chr4:100735000-100735200	NHEK|chr4:100737000-100737200
NHEK|chr4:100735000-100735200	NHEK|chr4:100737200-100737400
NHEK|chr4:100735200-100735600	NHEK|chr4:100736000-100736800
NHEK|chr4:100735200-100735600	NHEK|chr4:100737000-100737200
NHEK|chr4:100735200-100735600	NHEK|chr4:100737200-100737400
NHEK|chr4:100736000-100736800	NHEK|chr4:100737000-100737200
NHEK|chr4:100736000-100736800	NHEK|chr4:100737200-100737400
NHEK|chr4:100737000-100737200	NHEK|chr4:100737200-100737400
NHEK|chr4:103540800-103541000	NHEK|chr4:103541000-103541200
NHEK|chr4:103540800-103541000	NHEK|chr4:103541600-103542200
NHEK|chr4:103540800-103541000	NHEK|chr4:103542200-103542600
NHEK|chr4:103540800-103541000	NHEK|chr4:103542600-103542800
NHEK|chr4:103541000-103541200	NHEK|chr4:103541600-103542200
NHEK|chr4:103541000-103541200	NHEK|chr4:103542200-103542600
NHEK|chr4:103541000-103541200	NHEK|chr4:103542600-103542800
NHEK|chr4:103541600-103542200	NHEK|chr4:103542200-103542600
NHEK|chr4:103541600-103542200	NHEK|chr4:103542600-103542800
NHEK|chr4:103542200-103542600	NHEK|chr4:103542600-103542800
NHEK|chr4:103548200-103548400	NHEK|chr4:103548400-103548600
NHEK|chr4:103548200-103548400	NHEK|chr4:103548600-103549800
NHEK|chr4:103548200-103548400	NHEK|chr4:103549800-103550000
NHEK|chr4:103548200-103548400	NHEK|chr4:103550000-103550200
NHEK|chr4:103548400-103548600	NHEK|chr4:103548600-103549800
NHEK|chr4:103548400-103548600	NHEK|chr4:103549800-103550000
NHEK|chr4:103548400-103548600	NHEK|chr4:103550000-103550200
NHEK|chr4:103548600-103549800	NHEK|chr4:103549800-103550000
NHEK|chr4:103548600-103549800	NHEK|chr4:103550000-103550200
NHEK|chr4:103549800-103550000	NHEK|chr4:103550000-103550200
NHEK|chr4:110329800-110330000	NHEK|chr4:110330000-110330200
NHEK|chr4:11624800-11629000	NHEK|chr4:11629600-11629800
NHEK|chr4:11624800-11629000	NHEK|chr4:11629800-11630000
NHEK|chr4:11624800-11629000	NHEK|chr4:11630000-11630400
NHEK|chr4:11624800-11629000	NHEK|chr4:11630400-11630800
NHEK|chr4:11629600-11629800	NHEK|chr4:11629800-11630000
NHEK|chr4:11629600-11629800	NHEK|chr4:11630000-11630400
NHEK|chr4:11629600-11629800	NHEK|chr4:11630400-11630800
NHEK|chr4:11629600-11629800	NHEK|chr4:11631000-11631400
NHEK|chr4:11629800-11630000	NHEK|chr4:11630000-11630400
NHEK|chr4:11629800-11630000	NHEK|chr4:11630400-11630800
NHEK|chr4:11629800-11630000	NHEK|chr4:11631000-11631400
NHEK|chr4:11630000-11630400	NHEK|chr4:11630400-11630800
NHEK|chr4:11630000-11630400	NHEK|chr4:11631000-11631400
NHEK|chr4:11630400-11630800	NHEK|chr4:11631000-11631400
NHEK|chr4:11699200-11699400	NHEK|chr4:11699400-11702000
NHEK|chr4:11699200-11699400	NHEK|chr4:11702000-11702200
NHEK|chr4:11699200-11699400	NHEK|chr4:11702200-11703200
NHEK|chr4:11699400-11702000	NHEK|chr4:11702000-11702200
NHEK|chr4:11699400-11702000	NHEK|chr4:11702200-11703200
NHEK|chr4:11699400-11702000	NHEK|chr4:11703200-11703400
NHEK|chr4:11702000-11702200	NHEK|chr4:11702200-11703200
NHEK|chr4:11702000-11702200	NHEK|chr4:11703200-11703400
NHEK|chr4:11702000-11702200	NHEK|chr4:11704600-11705000
NHEK|chr4:11702000-11702200	NHEK|chr4:11705600-11705800
NHEK|chr4:11702200-11703200	NHEK|chr4:11703200-11703400
NHEK|chr4:11702200-11703200	NHEK|chr4:11704600-11705000
NHEK|chr4:11702200-11703200	NHEK|chr4:11705600-11705800
NHEK|chr4:11702200-11703200	NHEK|chr4:11706200-11706400
NHEK|chr4:11703200-11703400	NHEK|chr4:11704600-11705000
NHEK|chr4:11703200-11703400	NHEK|chr4:11705600-11705800
NHEK|chr4:11703200-11703400	NHEK|chr4:11706200-11706400
NHEK|chr4:11704600-11705000	NHEK|chr4:11705600-11705800
NHEK|chr4:11704600-11705000	NHEK|chr4:11706200-11706400
NHEK|chr4:11705600-11705800	NHEK|chr4:11706200-11706400
NHEK|chr4:120023200-120023400	NHEK|chr4:120023400-120024600
NHEK|chr4:120023200-120023400	NHEK|chr4:120024600-120024800
NHEK|chr4:120023200-120023400	NHEK|chr4:120024800-120025400
NHEK|chr4:120023200-120023400	NHEK|chr4:120026000-120026400
NHEK|chr4:120023200-120023400	NHEK|chr4:120026400-120027000
NHEK|chr4:120023400-120024600	NHEK|chr4:120024600-120024800
NHEK|chr4:120023400-120024600	NHEK|chr4:120024800-120025400
NHEK|chr4:120023400-120024600	NHEK|chr4:120026000-120026400
NHEK|chr4:120023400-120024600	NHEK|chr4:120026400-120027000
NHEK|chr4:120023400-120024600	NHEK|chr4:120027600-120028000
NHEK|chr4:120024600-120024800	NHEK|chr4:120024800-120025400
NHEK|chr4:120024600-120024800	NHEK|chr4:120026000-120026400
NHEK|chr4:120024600-120024800	NHEK|chr4:120026400-120027000
NHEK|chr4:120024600-120024800	NHEK|chr4:120027600-120028000
NHEK|chr4:120024800-120025400	NHEK|chr4:120026000-120026400
NHEK|chr4:120024800-120025400	NHEK|chr4:120026400-120027000
NHEK|chr4:120024800-120025400	NHEK|chr4:120027600-120028000
NHEK|chr4:120026000-120026400	NHEK|chr4:120026400-120027000
NHEK|chr4:120026000-120026400	NHEK|chr4:120027600-120028000
NHEK|chr4:120026400-120027000	NHEK|chr4:120027600-120028000
NHEK|chr4:123505000-123505200	NHEK|chr4:123505600-123506200
NHEK|chr4:123505000-123505200	NHEK|chr4:123506200-123506400
NHEK|chr4:123505600-123506200	NHEK|chr4:123506200-123506400
NHEK|chr4:123685000-123687000	NHEK|chr4:123687000-123687200
NHEK|chr4:123693200-123694000	NHEK|chr4:123697200-123697600
NHEK|chr4:123697200-123697600	NHEK|chr4:123697600-123698600
NHEK|chr4:123697200-123697600	NHEK|chr4:123698800-123699000
NHEK|chr4:123697600-123698600	NHEK|chr4:123698800-123699000
NHEK|chr4:125025400-125025800	NHEK|chr4:125025800-125026000
NHEK|chr4:125025400-125025800	NHEK|chr4:125026000-125026400
NHEK|chr4:125025400-125025800	NHEK|chr4:125026400-125026800
NHEK|chr4:125025800-125026000	NHEK|chr4:125026000-125026400
NHEK|chr4:125025800-125026000	NHEK|chr4:125026400-125026800
NHEK|chr4:125026000-125026400	NHEK|chr4:125026400-125026800
NHEK|chr4:141776600-141776800	NHEK|chr4:141777000-141777200
NHEK|chr4:141776600-141776800	NHEK|chr4:141777200-141777800
NHEK|chr4:141777000-141777200	NHEK|chr4:141777200-141777800
NHEK|chr4:148801000-148801400	NHEK|chr4:148801400-148801600
NHEK|chr4:38753600-38753800	NHEK|chr4:38753800-38754200
NHEK|chr4:38753600-38753800	NHEK|chr4:38754200-38755400
NHEK|chr4:38753600-38753800	NHEK|chr4:38755400-38755600
NHEK|chr4:38753800-38754200	NHEK|chr4:38754200-38755400
NHEK|chr4:38753800-38754200	NHEK|chr4:38755400-38755600
NHEK|chr4:38754200-38755400	NHEK|chr4:38755400-38755600
NHEK|chr4:40992400-40993600	NHEK|chr4:40994600-40996000
NHEK|chr4:40992400-40993600	NHEK|chr4:40996200-40996600
NHEK|chr4:40994600-40996000	NHEK|chr4:40996200-40996600
NHEK|chr4:40994600-40996000	NHEK|chr4:40996800-40997000
NHEK|chr4:40996200-40996600	NHEK|chr4:40996800-40997000
NHEK|chr5:131610200-131610400	NHEK|chr5:131610400-131610600
NHEK|chr5:131721800-131722200	NHEK|chr5:131722400-131725400
NHEK|chr5:131721800-131722200	NHEK|chr5:131725400-131725800
NHEK|chr5:131722400-131725400	NHEK|chr5:131725400-131725800
NHEK|chr5:131722400-131725400	NHEK|chr5:131725800-131726200
NHEK|chr5:131722400-131725400	NHEK|chr5:131726200-131726400
NHEK|chr5:131725400-131725800	NHEK|chr5:131725800-131726200
NHEK|chr5:131725400-131725800	NHEK|chr5:131726200-131726400
NHEK|chr5:131725800-131726200	NHEK|chr5:131726200-131726400
NHEK|chr5:131732000-131732200	NHEK|chr5:131732400-131732800
NHEK|chr5:131745600-131745800	NHEK|chr5:131748200-131748600
NHEK|chr5:131748200-131748600	NHEK|chr5:131750200-131750400
NHEK|chr5:148606600-148607000	NHEK|chr5:148608400-148608800
NHEK|chr5:148606600-148607000	NHEK|chr5:148608800-148609200
NHEK|chr5:148608400-148608800	NHEK|chr5:148608800-148609200
NHEK|chr5:50947000-50947400	NHEK|chr5:50947800-50948600
NHEK|chr5:50947000-50947400	NHEK|chr5:50948600-50949600
NHEK|chr5:50947800-50948600	NHEK|chr5:50948600-50949600
NHEK|chr5:53698600-53699400	NHEK|chr5:53699400-53699600
NHEK|chr5:53698600-53699400	NHEK|chr5:53700000-53700200
NHEK|chr5:53698600-53699400	NHEK|chr5:53700200-53700400
NHEK|chr5:53698600-53699400	NHEK|chr5:53700400-53701000
NHEK|chr5:53699400-53699600	NHEK|chr5:53700000-53700200
NHEK|chr5:53699400-53699600	NHEK|chr5:53700200-53700400
NHEK|chr5:53699400-53699600	NHEK|chr5:53700400-53701000
NHEK|chr5:53700000-53700200	NHEK|chr5:53700200-53700400
NHEK|chr5:53700000-53700200	NHEK|chr5:53700400-53701000
NHEK|chr5:53700200-53700400	NHEK|chr5:53700400-53701000
NHEK|chr5:53711200-53711400	NHEK|chr5:53711600-53712200
NHEK|chr5:53711200-53711400	NHEK|chr5:53712200-53712600
NHEK|chr5:53711600-53712200	NHEK|chr5:53712200-53712600
NHEK|chr5:54170000-54170400	NHEK|chr5:54170400-54170600
NHEK|chr5:79775400-79776400	NHEK|chr5:79776400-79776600
NHEK|chr5:79782800-79783000	NHEK|chr5:79784800-79785400
NHEK|chr5:79784800-79785400	NHEK|chr5:79788600-79788800
NHEK|chr5:79788600-79788800	NHEK|chr5:79788800-79789400
NHEK|chr5:79788600-79788800	NHEK|chr5:79790000-79790200
NHEK|chr5:79788800-79789400	NHEK|chr5:79790000-79790200
NHEK|chr5:79963800-79964400	NHEK|chr5:79964400-79964600
NHEK|chr5:79963800-79964400	NHEK|chr5:79964600-79964800
NHEK|chr5:79964400-79964600	NHEK|chr5:79964600-79964800
NHEK|chr6:108876200-108876800	NHEK|chr6:108876800-108877200
NHEK|chr6:108876200-108876800	NHEK|chr6:108877200-108878200
NHEK|chr6:108876800-108877200	NHEK|chr6:108877200-108878200
NHEK|chr6:116586000-116587000	NHEK|chr6:116587200-116587400
NHEK|chr6:116732000-116732200	NHEK|chr6:116732200-116732400
NHEK|chr6:116732000-116732200	NHEK|chr6:116732400-116732600
NHEK|chr6:116732000-116732200	NHEK|chr6:116732600-116732800
NHEK|chr6:116732000-116732200	NHEK|chr6:116732800-116733400
NHEK|chr6:116732200-116732400	NHEK|chr6:116732400-116732600
NHEK|chr6:116732200-116732400	NHEK|chr6:116732600-116732800
NHEK|chr6:116732200-116732400	NHEK|chr6:116732800-116733400
NHEK|chr6:116732400-116732600	NHEK|chr6:116732600-116732800
NHEK|chr6:116732400-116732600	NHEK|chr6:116732800-116733400
NHEK|chr6:116732600-116732800	NHEK|chr6:116732800-116733400
NHEK|chr6:13350600-13350800	NHEK|chr6:13351400-13351800
NHEK|chr6:13573400-13573600	NHEK|chr6:13575800-13576200
NHEK|chr6:136965200-136965400	NHEK|chr6:136965400-136965600
NHEK|chr6:136965200-136965400	NHEK|chr6:136965600-136965800
NHEK|chr6:136965200-136965400	NHEK|chr6:136968200-136968400
NHEK|chr6:136965200-136965400	NHEK|chr6:136968400-136968600
NHEK|chr6:136965400-136965600	NHEK|chr6:136965600-136965800
NHEK|chr6:136965400-136965600	NHEK|chr6:136968200-136968400
NHEK|chr6:136965400-136965600	NHEK|chr6:136968400-136968600
NHEK|chr6:136965600-136965800	NHEK|chr6:136968200-136968400
NHEK|chr6:136965600-136965800	NHEK|chr6:136968400-136968600
NHEK|chr6:136968200-136968400	NHEK|chr6:136968400-136968600
NHEK|chr6:138026800-138027000	NHEK|chr6:138028400-138028600
NHEK|chr6:138026800-138027000	NHEK|chr6:138028600-138028800
NHEK|chr6:138026800-138027000	NHEK|chr6:138028800-138029800
NHEK|chr6:138026800-138027000	NHEK|chr6:138030000-138030600
NHEK|chr6:138028400-138028600	NHEK|chr6:138028600-138028800
NHEK|chr6:138028400-138028600	NHEK|chr6:138028800-138029800
NHEK|chr6:138028400-138028600	NHEK|chr6:138030000-138030600
NHEK|chr6:138028400-138028600	NHEK|chr6:138030600-138031000
NHEK|chr6:138028400-138028600	NHEK|chr6:138031000-138031800
NHEK|chr6:138028600-138028800	NHEK|chr6:138028800-138029800
NHEK|chr6:138028600-138028800	NHEK|chr6:138030000-138030600
NHEK|chr6:138028600-138028800	NHEK|chr6:138030600-138031000
NHEK|chr6:138028600-138028800	NHEK|chr6:138031000-138031800
NHEK|chr6:138028800-138029800	NHEK|chr6:138030000-138030600
NHEK|chr6:138028800-138029800	NHEK|chr6:138030600-138031000
NHEK|chr6:138028800-138029800	NHEK|chr6:138031000-138031800
NHEK|chr6:138030000-138030600	NHEK|chr6:138030600-138031000
NHEK|chr6:138030000-138030600	NHEK|chr6:138031000-138031800
NHEK|chr6:138030600-138031000	NHEK|chr6:138031000-138031800
NHEK|chr6:138038200-138038400	NHEK|chr6:138038400-138039400
NHEK|chr6:138049000-138049200	NHEK|chr6:138049400-138049600
NHEK|chr6:138049000-138049200	NHEK|chr6:138049600-138051000
NHEK|chr6:138049000-138049200	NHEK|chr6:138051000-138051200
NHEK|chr6:138049000-138049200	NHEK|chr6:138051600-138051800
NHEK|chr6:138049000-138049200	NHEK|chr6:138052600-138053000
NHEK|chr6:138049400-138049600	NHEK|chr6:138049600-138051000
NHEK|chr6:138049400-138049600	NHEK|chr6:138051000-138051200
NHEK|chr6:138049400-138049600	NHEK|chr6:138051600-138051800
NHEK|chr6:138049400-138049600	NHEK|chr6:138052600-138053000
NHEK|chr6:138049600-138051000	NHEK|chr6:138051000-138051200
NHEK|chr6:138049600-138051000	NHEK|chr6:138051600-138051800
NHEK|chr6:138049600-138051000	NHEK|chr6:138052600-138053000
NHEK|chr6:138051000-138051200	NHEK|chr6:138051600-138051800
NHEK|chr6:138051000-138051200	NHEK|chr6:138052600-138053000
NHEK|chr6:138051600-138051800	NHEK|chr6:138052600-138053000
NHEK|chr6:138731200-138731400	NHEK|chr6:138731400-138731800
NHEK|chr6:138731200-138731400	NHEK|chr6:138731800-138733000
NHEK|chr6:138731400-138731800	NHEK|chr6:138731800-138733000
NHEK|chr6:138910200-138910400	NHEK|chr6:138912000-138912400
NHEK|chr6:138912000-138912400	NHEK|chr6:138915600-138916000
NHEK|chr6:138915600-138916000	NHEK|chr6:138916000-138916200
NHEK|chr6:138915600-138916000	NHEK|chr6:138916200-138916600
NHEK|chr6:138916000-138916200	NHEK|chr6:138916200-138916600
NHEK|chr6:142697200-142697600	NHEK|chr6:142697800-142698000
NHEK|chr6:142697200-142697600	NHEK|chr6:142698800-142699800
NHEK|chr6:142697200-142697600	NHEK|chr6:142699800-142700000
NHEK|chr6:142697800-142698000	NHEK|chr6:142698800-142699800
NHEK|chr6:142697800-142698000	NHEK|chr6:142699800-142700000
NHEK|chr6:142698800-142699800	NHEK|chr6:142699800-142700000
NHEK|chr6:150657200-150657600	NHEK|chr6:150657600-150658200
NHEK|chr6:150657200-150657600	NHEK|chr6:150658400-150658600
NHEK|chr6:150657600-150658200	NHEK|chr6:150658400-150658600
NHEK|chr6:150666600-150666800	NHEK|chr6:150666800-150667200
NHEK|chr6:150666600-150666800	NHEK|chr6:150667200-150667800
NHEK|chr6:150666800-150667200	NHEK|chr6:150667200-150667800
NHEK|chr6:163602000-163602200	NHEK|chr6:163602200-163603000
NHEK|chr6:20569200-20569800	NHEK|chr6:20570000-20570200
NHEK|chr6:35285400-35285600	NHEK|chr6:35285600-35285800
NHEK|chr6:35285400-35285600	NHEK|chr6:35286800-35287000
NHEK|chr6:35285600-35285800	NHEK|chr6:35286800-35287000
NHEK|chr6:41749400-41749600	NHEK|chr6:41752000-41752200
NHEK|chr6:41749400-41749600	NHEK|chr6:41752200-41752400
NHEK|chr6:41749400-41749600	NHEK|chr6:41752400-41753600
NHEK|chr6:41752000-41752200	NHEK|chr6:41752200-41752400
NHEK|chr6:41752000-41752200	NHEK|chr6:41752400-41753600
NHEK|chr6:41752200-41752400	NHEK|chr6:41752400-41753600
NHEK|chr6:42009200-42009400	NHEK|chr6:42012000-42012200
NHEK|chr6:42009200-42009400	NHEK|chr6:42012200-42012400
NHEK|chr6:42009200-42009400	NHEK|chr6:42012800-42013000
NHEK|chr6:42012000-42012200	NHEK|chr6:42012200-42012400
NHEK|chr6:42012000-42012200	NHEK|chr6:42012800-42013000
NHEK|chr6:42012000-42012200	NHEK|chr6:42014600-42015600
NHEK|chr6:42012200-42012400	NHEK|chr6:42012800-42013000
NHEK|chr6:42012200-42012400	NHEK|chr6:42014600-42015600
NHEK|chr6:42012800-42013000	NHEK|chr6:42014600-42015600
NHEK|chr6:42014600-42015600	NHEK|chr6:42017200-42017800
NHEK|chr6:52454800-52455000	NHEK|chr6:52455400-52455800
NHEK|chr6:52459600-52460600	NHEK|chr6:52463200-52463600
NHEK|chr6:64057200-64057600	NHEK|chr6:64057800-64058000
NHEK|chr6:64057200-64057600	NHEK|chr6:64058000-64058200
NHEK|chr6:64057200-64057600	NHEK|chr6:64058400-64058600
NHEK|chr6:64057200-64057600	NHEK|chr6:64058600-64059000
NHEK|chr6:64057200-64057600	NHEK|chr6:64059200-64059400
NHEK|chr6:64057800-64058000	NHEK|chr6:64058000-64058200
NHEK|chr6:64057800-64058000	NHEK|chr6:64058400-64058600
NHEK|chr6:64057800-64058000	NHEK|chr6:64058600-64059000
NHEK|chr6:64057800-64058000	NHEK|chr6:64059200-64059400
NHEK|chr6:64058000-64058200	NHEK|chr6:64058400-64058600
NHEK|chr6:64058000-64058200	NHEK|chr6:64058600-64059000
NHEK|chr6:64058000-64058200	NHEK|chr6:64059200-64059400
NHEK|chr6:64058400-64058600	NHEK|chr6:64058600-64059000
NHEK|chr6:64058400-64058600	NHEK|chr6:64059200-64059400
NHEK|chr6:64058600-64059000	NHEK|chr6:64059200-64059400
NHEK|chr6:64058600-64059000	NHEK|chr6:64062200-64062600
NHEK|chr6:64059200-64059400	NHEK|chr6:64062200-64062600
NHEK|chr6:7275800-7276000	NHEK|chr6:7276000-7276400
NHEK|chr6:82691000-82691200	NHEK|chr6:82691200-82691800
NHEK|chr6:82691000-82691200	NHEK|chr6:82691800-82692200
NHEK|chr6:82691200-82691800	NHEK|chr6:82691800-82692200
NHEK|chr6:82691800-82692200	NHEK|chr6:82695200-82695400
NHEK|chr7:156761600-156761800	NHEK|chr7:156761800-156762600
NHEK|chr7:156761600-156761800	NHEK|chr7:156762600-156763000
NHEK|chr7:156761600-156761800	NHEK|chr7:156763000-156763200
NHEK|chr7:156761800-156762600	NHEK|chr7:156762600-156763000
NHEK|chr7:156761800-156762600	NHEK|chr7:156763000-156763200
NHEK|chr7:156762600-156763000	NHEK|chr7:156763000-156763200
NHEK|chr7:20636200-20636400	NHEK|chr7:20636600-20637000
NHEK|chr7:20636200-20636400	NHEK|chr7:20637000-20638400
NHEK|chr7:20636200-20636400	NHEK|chr7:20638400-20638800
NHEK|chr7:20636600-20637000	NHEK|chr7:20637000-20638400
NHEK|chr7:20636600-20637000	NHEK|chr7:20638400-20638800
NHEK|chr7:20637000-20638400	NHEK|chr7:20638400-20638800
NHEK|chr7:26745000-26745200	NHEK|chr7:26745200-26745400
NHEK|chr7:26745000-26745200	NHEK|chr7:26745400-26745600
NHEK|chr7:26745200-26745400	NHEK|chr7:26745400-26745600
NHEK|chr7:26889800-26890200	NHEK|chr7:26893200-26893800
NHEK|chr7:26893200-26893800	NHEK|chr7:26893800-26894400
NHEK|chr7:26893200-26893800	NHEK|chr7:26894400-26894600
NHEK|chr7:26893200-26893800	NHEK|chr7:26895600-26896000
NHEK|chr7:26893800-26894400	NHEK|chr7:26894400-26894600
NHEK|chr7:26893800-26894400	NHEK|chr7:26895600-26896000
NHEK|chr7:26894400-26894600	NHEK|chr7:26895600-26896000
NHEK|chr7:42897600-42898200	NHEK|chr7:42898200-42898400
NHEK|chr7:42897600-42898200	NHEK|chr7:42898400-42898600
NHEK|chr7:42898200-42898400	NHEK|chr7:42898400-42898600
NHEK|chr7:44280600-44280800	NHEK|chr7:44281000-44281400
NHEK|chr7:44296800-44297000	NHEK|chr7:44297200-44297600
NHEK|chr7:44296800-44297000	NHEK|chr7:44297600-44298200
NHEK|chr7:44296800-44297000	NHEK|chr7:44298200-44299200
NHEK|chr7:44296800-44297000	NHEK|chr7:44299200-44299400
NHEK|chr7:44296800-44297000	NHEK|chr7:44299800-44300000
NHEK|chr7:44297200-44297600	NHEK|chr7:44297600-44298200
NHEK|chr7:44297200-44297600	NHEK|chr7:44298200-44299200
NHEK|chr7:44297200-44297600	NHEK|chr7:44299200-44299400
NHEK|chr7:44297200-44297600	NHEK|chr7:44299800-44300000
NHEK|chr7:44297600-44298200	NHEK|chr7:44298200-44299200
NHEK|chr7:44297600-44298200	NHEK|chr7:44299200-44299400
NHEK|chr7:44297600-44298200	NHEK|chr7:44299800-44300000
NHEK|chr7:44297600-44298200	NHEK|chr7:44301400-44302200
NHEK|chr7:44298200-44299200	NHEK|chr7:44299200-44299400
NHEK|chr7:44298200-44299200	NHEK|chr7:44299800-44300000
NHEK|chr7:44298200-44299200	NHEK|chr7:44301400-44302200
NHEK|chr7:44298200-44299200	NHEK|chr7:44302400-44303400
NHEK|chr7:44299200-44299400	NHEK|chr7:44299800-44300000
NHEK|chr7:44299200-44299400	NHEK|chr7:44301400-44302200
NHEK|chr7:44299200-44299400	NHEK|chr7:44302400-44303400
NHEK|chr7:44299800-44300000	NHEK|chr7:44301400-44302200
NHEK|chr7:44299800-44300000	NHEK|chr7:44302400-44303400
NHEK|chr7:44301400-44302200	NHEK|chr7:44302400-44303400
NHEK|chr7:565400-565600	NHEK|chr7:565600-565800
NHEK|chr7:565400-565600	NHEK|chr7:565800-566000
NHEK|chr7:565400-565600	NHEK|chr7:566000-566400
NHEK|chr7:565400-565600	NHEK|chr7:566400-566600
NHEK|chr7:565600-565800	NHEK|chr7:565800-566000
NHEK|chr7:565600-565800	NHEK|chr7:566000-566400
NHEK|chr7:565600-565800	NHEK|chr7:566400-566600
NHEK|chr7:565800-566000	NHEK|chr7:566000-566400
NHEK|chr7:565800-566000	NHEK|chr7:566400-566600
NHEK|chr7:566000-566400	NHEK|chr7:566400-566600
NHEK|chr7:89873600-89873800	NHEK|chr7:89875600-89876000
NHEK|chr7:98910000-98910800	NHEK|chr7:98912000-98912600
NHEK|chr8:103816800-103817800	NHEK|chr8:103817800-103818000
