K562|chr10:104800177-104801105	K562|chr10:104801197-104801569
K562|chr5:148825122-148825981	K562|chr5:148827600-148827884
K562|chr5:148826870-148827188	K562|chr5:148827547-148827600
K562|chr5:148826870-148827188	K562|chr5:148827600-148827884
K562|chr5:148827547-148827600	K562|chr5:148827600-148827884
K562|chr5:153358568-153358800	K562|chr5:153358800-153359175
K562|chr5:153784668-153784804	K562|chr5:153785102-153785194
K562|chr5:169729073-169729295	K562|chr5:169729955-169730440
K562|chr5:169729073-169729295	K562|chr5:169730626-169730768
K562|chr5:169729955-169730440	K562|chr5:169730626-169730768
K562|chr5:169729955-169730440	K562|chr5:169733196-169733898
K562|chr5:169730626-169730768	K562|chr5:169733196-169733898
K562|chr5:169733196-169733898	K562|chr5:169734587-169735050
K562|chr5:171538239-171538600	K562|chr5:171540960-171541282
K562|chr5:177503003-177503339	K562|chr5:177505434-177505646
K562|chr5:177505434-177505646	K562|chr5:177508631-177509248
K562|chr5:36740600-36740975	K562|chr5:36744200-36744400
K562|chr5:36744200-36744400	K562|chr5:36745400-36745656
K562|chr5:40791811-40792330	K562|chr5:40795600-40796200
K562|chr5:42908441-42908664	K562|chr5:42909299-42909431
K562|chr5:68379255-68379355	K562|chr5:68379605-68379698
K562|chr5:68386019-68386161	K562|chr5:68386917-68387515
K562|chr5:68386019-68386161	K562|chr5:68388955-68389047
K562|chr5:68386019-68386161	K562|chr5:68389183-68389200
K562|chr5:68386917-68387515	K562|chr5:68388955-68389047
K562|chr5:68386917-68387515	K562|chr5:68389183-68389200
K562|chr5:68388955-68389047	K562|chr5:68389183-68389200
K562|chr5:68401800-68402200	K562|chr5:68402200-68402461
K562|chr5:68622307-68622423	K562|chr5:68625827-68626088
K562|chr5:68630495-68630607	K562|chr5:68631217-68631481
K562|chr6:10429783-10429895	K562|chr6:10430056-10430600
K562|chr6:10429783-10429895	K562|chr6:10430600-10430649
K562|chr6:10429783-10429895	K562|chr6:10431809-10431901
K562|chr6:10430056-10430600	K562|chr6:10430600-10430649
K562|chr6:10430056-10430600	K562|chr6:10431809-10431901
K562|chr6:10430600-10430649	K562|chr6:10431809-10431901
K562|chr6:10431809-10431901	K562|chr6:10434383-10434739
K562|chr6:109626400-109626414	K562|chr6:109628129-109628200
K562|chr6:109626400-109626414	K562|chr6:109628200-109628766
K562|chr6:109626400-109626414	K562|chr6:109629224-109629718
K562|chr6:109628129-109628200	K562|chr6:109628200-109628766
K562|chr6:109628129-109628200	K562|chr6:109629224-109629718
K562|chr6:109628200-109628766	K562|chr6:109629224-109629718
K562|chr6:116883000-116883086	K562|chr6:116883551-116884354
K562|chr6:11920067-11922303	K562|chr6:11922595-11922703
K562|chr6:11929668-11930198	K562|chr6:11930464-11932520
K562|chr6:11929668-11930198	K562|chr6:11932735-11933120
K562|chr6:11930464-11932520	K562|chr6:11932735-11933120
K562|chr6:119449591-119449711	K562|chr6:119450311-119450400
K562|chr6:119449591-119449711	K562|chr6:119450400-119450607
K562|chr6:119449591-119449711	K562|chr6:119451065-119451378
K562|chr6:119450311-119450400	K562|chr6:119450400-119450607
K562|chr6:119450311-119450400	K562|chr6:119451065-119451378
K562|chr6:119450311-119450400	K562|chr6:119453516-119454011
K562|chr6:119450400-119450607	K562|chr6:119451065-119451378
K562|chr6:119450400-119450607	K562|chr6:119453516-119454011
K562|chr6:119451065-119451378	K562|chr6:119453516-119454011
K562|chr6:119457764-119459401	K562|chr6:119459997-119460757
K562|chr6:119457764-119459401	K562|chr6:119460968-119461314
K562|chr6:119457764-119459401	K562|chr6:119461412-119461541
K562|chr6:119457764-119459401	K562|chr6:119461730-119461836
K562|chr6:119459997-119460757	K562|chr6:119460968-119461314
K562|chr6:119459997-119460757	K562|chr6:119461412-119461541
K562|chr6:119459997-119460757	K562|chr6:119461730-119461836
K562|chr6:119460968-119461314	K562|chr6:119461412-119461541
K562|chr6:119460968-119461314	K562|chr6:119461730-119461836
K562|chr6:119461412-119461541	K562|chr6:119461730-119461836
K562|chr6:119466232-119466600	K562|chr6:119466600-119466627
K562|chr6:119466232-119466600	K562|chr6:119467553-119467677
K562|chr6:119466232-119466600	K562|chr6:119467914-119469827
K562|chr6:119466600-119466627	K562|chr6:119467553-119467677
K562|chr6:119466600-119466627	K562|chr6:119467914-119469827
K562|chr6:119467553-119467677	K562|chr6:119467914-119469827
K562|chr6:126190298-126190515	K562|chr6:126190694-126190877
K562|chr6:126190298-126190515	K562|chr6:126192932-126193000
K562|chr6:126190298-126190515	K562|chr6:126193000-126193200
K562|chr6:126190694-126190877	K562|chr6:126192932-126193000
K562|chr6:126190694-126190877	K562|chr6:126193000-126193200
K562|chr6:126190694-126190877	K562|chr6:126194400-126194408
K562|chr6:126192932-126193000	K562|chr6:126193000-126193200
K562|chr6:126192932-126193000	K562|chr6:126194400-126194408
K562|chr6:126193000-126193200	K562|chr6:126194400-126194408
K562|chr6:126284190-126284535	K562|chr6:126285042-126285328
K562|chr6:126284190-126284535	K562|chr6:126286034-126286200
K562|chr6:126284190-126284535	K562|chr6:126286200-126286490
K562|chr6:126285042-126285328	K562|chr6:126286034-126286200
K562|chr6:126285042-126285328	K562|chr6:126286200-126286490
K562|chr6:126286034-126286200	K562|chr6:126286200-126286490
K562|chr6:136965619-136965718	K562|chr6:136968546-136969200
K562|chr6:138126852-138127117	K562|chr6:138130004-138130561
K562|chr6:138130004-138130561	K562|chr6:138131776-138131800
K562|chr6:138130004-138130561	K562|chr6:138131800-138133295
K562|chr6:138131776-138131800	K562|chr6:138131800-138133295
K562|chr6:138428211-138428344	K562|chr6:138428635-138429169
K562|chr6:142863978-142864000	K562|chr6:142864000-142864315
K562|chr6:147221284-147221400	K562|chr6:147221400-147221453
K562|chr6:147221284-147221400	K562|chr6:147222969-147223000
K562|chr6:147221284-147221400	K562|chr6:147223000-147223627
K562|chr6:147221284-147221400	K562|chr6:147223834-147224165
K562|chr6:147221400-147221453	K562|chr6:147222969-147223000
K562|chr6:147221400-147221453	K562|chr6:147223000-147223627
K562|chr6:147221400-147221453	K562|chr6:147223834-147224165
K562|chr6:147222969-147223000	K562|chr6:147223000-147223627
K562|chr6:147222969-147223000	K562|chr6:147223834-147224165
K562|chr6:147223000-147223627	K562|chr6:147223834-147224165
K562|chr6:147230037-147230200	K562|chr6:147230200-147230303
K562|chr6:147230037-147230200	K562|chr6:147231705-147232261
K562|chr6:147230200-147230303	K562|chr6:147231705-147232261
K562|chr6:15998189-15998598	K562|chr6:16000816-16000917
K562|chr6:15998189-15998598	K562|chr6:16001281-16001833
K562|chr6:16000816-16000917	K562|chr6:16001281-16001833
K562|chr6:16000816-16000917	K562|chr6:16002147-16003680
K562|chr6:16000816-16000917	K562|chr6:16004013-16004173
K562|chr6:16000816-16000917	K562|chr6:16004280-16004621
K562|chr6:16001281-16001833	K562|chr6:16002147-16003680
K562|chr6:16001281-16001833	K562|chr6:16004013-16004173
K562|chr6:16001281-16001833	K562|chr6:16004280-16004621
K562|chr6:16002147-16003680	K562|chr6:16004013-16004173
K562|chr6:16002147-16003680	K562|chr6:16004280-16004621
K562|chr6:16002147-16003680	K562|chr6:16004915-16006629
K562|chr6:16004013-16004173	K562|chr6:16004280-16004621
K562|chr6:16004013-16004173	K562|chr6:16004915-16006629
K562|chr6:16004013-16004173	K562|chr6:16006935-16007400
K562|chr6:16004013-16004173	K562|chr6:16007400-16007795
K562|chr6:16004280-16004621	K562|chr6:16004915-16006629
K562|chr6:16004280-16004621	K562|chr6:16006935-16007400
K562|chr6:16004280-16004621	K562|chr6:16007400-16007795
K562|chr6:16004915-16006629	K562|chr6:16006935-16007400
K562|chr6:16004915-16006629	K562|chr6:16007400-16007795
K562|chr6:16006935-16007400	K562|chr6:16007400-16007795
K562|chr6:161772853-161773066	K562|chr6:161776232-161776364
K562|chr6:161776232-161776364	K562|chr6:161777688-161777800
K562|chr6:161776232-161776364	K562|chr6:161777800-161778140
K562|chr6:161777688-161777800	K562|chr6:161777800-161778140
K562|chr6:161794780-161794923	K562|chr6:161796142-161796334
K562|chr6:161794780-161794923	K562|chr6:161796495-161796730
K562|chr6:161794780-161794923	K562|chr6:161796852-161797124
K562|chr6:161796142-161796334	K562|chr6:161796495-161796730
K562|chr6:161796142-161796334	K562|chr6:161796852-161797124
K562|chr6:161796495-161796730	K562|chr6:161796852-161797124
K562|chr6:161800640-161800913	K562|chr6:161801162-161801332
K562|chr6:164527328-164527628	K562|chr6:164528692-164528784
K562|chr6:164527328-164527628	K562|chr6:164529193-164529322
K562|chr6:164528692-164528784	K562|chr6:164529193-164529322
K562|chr6:20399915-20400048	K562|chr6:20400474-20400600
K562|chr6:20405400-20406560	K562|chr6:20406785-20406800
K562|chr6:20528495-20528656	K562|chr6:20528877-20529378
K562|chr6:26023200-26024121	K562|chr6:26024477-26026400
K562|chr6:26024477-26026400	K562|chr6:26028400-26030000
K562|chr6:26051884-26052414	K562|chr6:26052660-26053400
K562|chr6:26071286-26071400	K562|chr6:26071400-26071800
K562|chr6:26212241-26212600	K562|chr6:26213735-26216000
K562|chr6:26219400-26219537	K562|chr6:26220525-26220672
K562|chr6:26219400-26219537	K562|chr6:26220784-26221000
K562|chr6:26219400-26219537	K562|chr6:26221000-26221036
K562|chr6:26219400-26219537	K562|chr6:26222946-26223165
K562|chr6:26220525-26220672	K562|chr6:26220784-26221000
K562|chr6:26220525-26220672	K562|chr6:26221000-26221036
K562|chr6:26220525-26220672	K562|chr6:26222946-26223165
K562|chr6:26220784-26221000	K562|chr6:26221000-26221036
K562|chr6:26220784-26221000	K562|chr6:26222946-26223165
K562|chr6:26221000-26221036	K562|chr6:26222946-26223165
K562|chr6:26295800-26298196	K562|chr6:26300000-26300523
K562|chr6:26300000-26300523	K562|chr6:26303329-26304600
K562|chr6:26303329-26304600	K562|chr6:26306562-26306663
K562|chr6:26303329-26304600	K562|chr6:26306954-26307110
K562|chr6:26306562-26306663	K562|chr6:26306954-26307110
K562|chr6:26306562-26306663	K562|chr6:26308177-26308367
K562|chr6:26306954-26307110	K562|chr6:26308177-26308367
K562|chr6:26306954-26307110	K562|chr6:26309723-26311800
K562|chr6:26308177-26308367	K562|chr6:26309723-26311800
K562|chr6:26309723-26311800	K562|chr6:26314000-26314400
K562|chr6:26314000-26314400	K562|chr6:26317241-26317516
K562|chr6:26314000-26314400	K562|chr6:26317815-26317938
K562|chr6:26317241-26317516	K562|chr6:26317815-26317938
K562|chr6:26317241-26317516	K562|chr6:26318581-26321600
K562|chr6:26317815-26317938	K562|chr6:26318581-26321600
K562|chr6:27116400-27117400	K562|chr6:27117400-27117411
K562|chr6:27116400-27117400	K562|chr6:27117522-27117641
K562|chr6:27116400-27117400	K562|chr6:27117868-27118001
K562|chr6:27116400-27117400	K562|chr6:27118193-27118400
K562|chr6:27117400-27117411	K562|chr6:27117522-27117641
K562|chr6:27117400-27117411	K562|chr6:27117868-27118001
K562|chr6:27117400-27117411	K562|chr6:27118193-27118400
K562|chr6:27117522-27117641	K562|chr6:27117868-27118001
K562|chr6:27117522-27117641	K562|chr6:27118193-27118400
K562|chr6:27117868-27118001	K562|chr6:27118193-27118400
K562|chr6:27129258-27129400	K562|chr6:27129600-27129691
K562|chr6:27129258-27129400	K562|chr6:27129786-27129800
K562|chr6:27129600-27129691	K562|chr6:27129786-27129800
K562|chr6:27784807-27785190	K562|chr6:27785625-27785849
K562|chr6:27784807-27785190	K562|chr6:27787771-27788412
K562|chr6:27785625-27785849	K562|chr6:27787771-27788412
K562|chr6:27856400-27856728	K562|chr6:27856986-27857000
K562|chr6:2797806-2798262	K562|chr6:2800181-2800539
K562|chr6:2797806-2798262	K562|chr6:2800631-2800734
K562|chr6:2800181-2800539	K562|chr6:2800631-2800734
K562|chr6:28322000-28322800	K562|chr6:28323000-28325200
K562|chr6:2853259-2853519	K562|chr6:2853862-2855849
K562|chr6:2853259-2853519	K562|chr6:2855943-2856045
K562|chr6:2853259-2853519	K562|chr6:2856237-2856400
K562|chr6:2853862-2855849	K562|chr6:2855943-2856045
K562|chr6:2853862-2855849	K562|chr6:2856237-2856400
K562|chr6:2855943-2856045	K562|chr6:2856237-2856400
K562|chr6:2855943-2856045	K562|chr6:2859000-2859659
K562|chr6:2856237-2856400	K562|chr6:2859000-2859659
K562|chr6:2856237-2856400	K562|chr6:2859751-2859851
K562|chr6:2859000-2859659	K562|chr6:2859751-2859851
K562|chr6:3055000-3055607	K562|chr6:3055912-3056299
K562|chr6:30766911-30767174	K562|chr6:30770579-30770927
K562|chr6:30778509-30778706	K562|chr6:30780537-30780637
K562|chr6:30778509-30778706	K562|chr6:30780729-30783508
K562|chr6:30780537-30780637	K562|chr6:30780729-30783508
K562|chr6:30839767-30839800	K562|chr6:30839800-30840200
K562|chr6:30843600-30845400	K562|chr6:30846480-30846600
K562|chr6:30843600-30845400	K562|chr6:30846600-30846677
K562|chr6:30843600-30845400	K562|chr6:30847329-30847928
K562|chr6:30846480-30846600	K562|chr6:30846600-30846677
K562|chr6:30846480-30846600	K562|chr6:30847329-30847928
K562|chr6:30846600-30846677	K562|chr6:30847329-30847928
K562|chr6:31051499-31051821	K562|chr6:31053897-31054146
K562|chr6:31051499-31051821	K562|chr6:31054568-31054918
K562|chr6:31053897-31054146	K562|chr6:31054568-31054918
K562|chr6:31557097-31557237	K562|chr6:31560429-31560800
K562|chr6:31560429-31560800	K562|chr6:31560800-31561200
K562|chr6:31945689-31945911	K562|chr6:31946003-31946212
K562|chr6:31945689-31945911	K562|chr6:31946356-31948222
K562|chr6:31946003-31946212	K562|chr6:31946356-31948222
K562|chr6:3247847-3248057	K562|chr6:3249003-3249152
K562|chr6:3247847-3248057	K562|chr6:3251559-3251600
K562|chr6:3249003-3249152	K562|chr6:3251559-3251600
K562|chr6:3249003-3249152	K562|chr6:3251600-3251697
K562|chr6:3249003-3249152	K562|chr6:3251789-3252375
K562|chr6:3251559-3251600	K562|chr6:3251600-3251697
K562|chr6:3251559-3251600	K562|chr6:3251789-3252375
K562|chr6:3251559-3251600	K562|chr6:3252527-3253149
K562|chr6:3251600-3251697	K562|chr6:3251789-3252375
K562|chr6:3251600-3251697	K562|chr6:3252527-3253149
K562|chr6:3251789-3252375	K562|chr6:3252527-3253149
K562|chr6:3257252-3257488	K562|chr6:3257795-3258084
K562|chr6:3257252-3257488	K562|chr6:3258482-3258600
K562|chr6:3257795-3258084	K562|chr6:3258482-3258600
K562|chr6:3288270-3289200	K562|chr6:3292172-3292720
K562|chr6:3292172-3292720	K562|chr6:3293547-3293897
K562|chr6:33553352-33553800	K562|chr6:33553800-33553905
K562|chr6:33557769-33558288	K562|chr6:33558655-33558755
K562|chr6:33557769-33558288	K562|chr6:33560319-33560569
K562|chr6:33558655-33558755	K562|chr6:33560319-33560569
K562|chr6:35264918-35265200	K562|chr6:35267163-35268000
K562|chr6:35267163-35268000	K562|chr6:35270551-35270760
K562|chr6:35267163-35268000	K562|chr6:35270800-35271000
K562|chr6:35270551-35270760	K562|chr6:35270800-35271000
K562|chr6:35309352-35309800	K562|chr6:35309800-35309999
K562|chr6:35696400-35697351	K562|chr6:35697610-35697827
K562|chr6:35697610-35697827	K562|chr6:35700800-35700828
K562|chr6:35697610-35697827	K562|chr6:35700969-35701000
K562|chr6:35697610-35697827	K562|chr6:35701000-35701084
K562|chr6:35700800-35700828	K562|chr6:35700969-35701000
K562|chr6:35700800-35700828	K562|chr6:35701000-35701084
K562|chr6:35700969-35701000	K562|chr6:35701000-35701084
K562|chr6:35705607-35705857	K562|chr6:35707800-35707845
K562|chr6:35705607-35705857	K562|chr6:35707939-35708267
K562|chr6:35707800-35707845	K562|chr6:35707939-35708267
K562|chr6:36997200-36997653	K562|chr6:37000967-37001527
K562|chr6:37013449-37014159	K562|chr6:37015541-37015641
K562|chr6:37013449-37014159	K562|chr6:37015733-37017600
K562|chr6:37015541-37015641	K562|chr6:37015733-37017600
K562|chr6:37015733-37017600	K562|chr6:37020400-37020410
K562|chr6:37020400-37020410	K562|chr6:37021451-37021549
K562|chr6:37020400-37020410	K562|chr6:37022991-37023083
K562|chr6:37021451-37021549	K562|chr6:37022991-37023083
K562|chr6:37171823-37172573	K562|chr6:37172837-37174071
K562|chr6:37171823-37172573	K562|chr6:37174351-37174443
K562|chr6:37171823-37172573	K562|chr6:37174731-37175176
K562|chr6:37171823-37172573	K562|chr6:37175444-37176271
K562|chr6:37172837-37174071	K562|chr6:37174351-37174443
K562|chr6:37172837-37174071	K562|chr6:37174731-37175176
K562|chr6:37172837-37174071	K562|chr6:37175444-37176271
K562|chr6:37172837-37174071	K562|chr6:37177171-37177486
K562|chr6:37174351-37174443	K562|chr6:37174731-37175176
K562|chr6:37174351-37174443	K562|chr6:37175444-37176271
K562|chr6:37174351-37174443	K562|chr6:37177171-37177486
K562|chr6:37174351-37174443	K562|chr6:37177651-37178397
K562|chr6:37174731-37175176	K562|chr6:37175444-37176271
K562|chr6:37174731-37175176	K562|chr6:37177171-37177486
K562|chr6:37174731-37175176	K562|chr6:37177651-37178397
K562|chr6:37174731-37175176	K562|chr6:37178535-37178887
K562|chr6:37175444-37176271	K562|chr6:37177171-37177486
K562|chr6:37175444-37176271	K562|chr6:37177651-37178397
K562|chr6:37175444-37176271	K562|chr6:37178535-37178887
K562|chr6:37177171-37177486	K562|chr6:37177651-37178397
K562|chr6:37177171-37177486	K562|chr6:37178535-37178887
K562|chr6:37177171-37177486	K562|chr6:37179803-37179942
K562|chr6:37177651-37178397	K562|chr6:37178535-37178887
K562|chr6:37177651-37178397	K562|chr6:37179803-37179942
K562|chr6:37178535-37178887	K562|chr6:37179803-37179942
K562|chr6:41749200-41749400	K562|chr6:41749400-41749473
K562|chr6:41903600-41904800	K562|chr6:41905400-41908200
K562|chr6:41905400-41908200	K562|chr6:41910200-41910908
K562|chr6:41910200-41910908	K562|chr6:41911848-41912073
K562|chr6:41910200-41910908	K562|chr6:41912486-41912657
K562|chr6:41911848-41912073	K562|chr6:41912486-41912657
K562|chr6:42011641-42012201	K562|chr6:42012296-42012393
K562|chr6:42011641-42012201	K562|chr6:42012917-42013200
K562|chr6:42011641-42012201	K562|chr6:42014200-42015000
K562|chr6:42012296-42012393	K562|chr6:42012917-42013200
K562|chr6:42012296-42012393	K562|chr6:42014200-42015000
K562|chr6:42012917-42013200	K562|chr6:42014200-42015000
K562|chr6:43911691-43911814	K562|chr6:43912713-43913022
K562|chr6:43911691-43911814	K562|chr6:43913365-43915936
K562|chr6:43912713-43913022	K562|chr6:43913365-43915936
K562|chr6:43912713-43913022	K562|chr6:43916156-43917114
K562|chr6:43913365-43915936	K562|chr6:43916156-43917114
K562|chr6:43913365-43915936	K562|chr6:43917225-43917461
K562|chr6:43913365-43915936	K562|chr6:43918498-43918595
K562|chr6:43916156-43917114	K562|chr6:43917225-43917461
K562|chr6:43916156-43917114	K562|chr6:43918498-43918595
K562|chr6:43916156-43917114	K562|chr6:43918847-43919063
K562|chr6:43916156-43917114	K562|chr6:43919339-43920495
K562|chr6:43917225-43917461	K562|chr6:43918498-43918595
K562|chr6:43917225-43917461	K562|chr6:43918847-43919063
K562|chr6:43917225-43917461	K562|chr6:43919339-43920495
K562|chr6:43917225-43917461	K562|chr6:43920763-43920855
K562|chr6:43918498-43918595	K562|chr6:43918847-43919063
K562|chr6:43918498-43918595	K562|chr6:43919339-43920495
K562|chr6:43918498-43918595	K562|chr6:43920763-43920855
K562|chr6:43918847-43919063	K562|chr6:43919339-43920495
K562|chr6:43918847-43919063	K562|chr6:43920763-43920855
K562|chr6:43919339-43920495	K562|chr6:43920763-43920855
K562|chr6:52282313-52282909	K562|chr6:52284104-52284400
K562|chr6:52459876-52460003	K562|chr6:52460147-52460276
K562|chr6:52459876-52460003	K562|chr6:52463200-52463279
K562|chr6:52459876-52460003	K562|chr6:52463371-52463471
K562|chr6:52460147-52460276	K562|chr6:52463200-52463279
K562|chr6:52460147-52460276	K562|chr6:52463371-52463471
K562|chr6:52463200-52463279	K562|chr6:52463371-52463471
K562|chr6:52860600-52860619	K562|chr6:52860791-52860935
K562|chr6:52860600-52860619	K562|chr6:52861140-52861470
K562|chr6:52860600-52860619	K562|chr6:52861762-52861875
K562|chr6:52860791-52860935	K562|chr6:52861140-52861470
K562|chr6:52860791-52860935	K562|chr6:52861762-52861875
K562|chr6:52861140-52861470	K562|chr6:52861762-52861875
K562|chr6:6677378-6677643	K562|chr6:6678346-6678800
K562|chr6:6677378-6677643	K562|chr6:6678800-6678864
K562|chr6:6677378-6677643	K562|chr6:6679203-6679295
K562|chr6:6678346-6678800	K562|chr6:6678800-6678864
K562|chr6:6678346-6678800	K562|chr6:6679203-6679295
K562|chr6:6678800-6678864	K562|chr6:6679203-6679295
K562|chr6:6684084-6684200	K562|chr6:6684200-6685345
K562|chr6:6684084-6684200	K562|chr6:6685493-6686000
K562|chr6:6684200-6685345	K562|chr6:6685493-6686000
K562|chr6:6684200-6685345	K562|chr6:6687800-6688334
K562|chr6:6685493-6686000	K562|chr6:6687800-6688334
K562|chr6:6685493-6686000	K562|chr6:6688663-6688755
K562|chr6:6685493-6686000	K562|chr6:6689314-6689565
K562|chr6:6687800-6688334	K562|chr6:6688663-6688755
K562|chr6:6687800-6688334	K562|chr6:6689314-6689565
K562|chr6:6687800-6688334	K562|chr6:6689696-6690012
K562|chr6:6687800-6688334	K562|chr6:6690188-6690392
K562|chr6:6688663-6688755	K562|chr6:6689314-6689565
K562|chr6:6688663-6688755	K562|chr6:6689696-6690012
K562|chr6:6688663-6688755	K562|chr6:6690188-6690392
K562|chr6:6689314-6689565	K562|chr6:6689696-6690012
K562|chr6:6689314-6689565	K562|chr6:6690188-6690392
K562|chr6:6689696-6690012	K562|chr6:6690188-6690392
K562|chr6:6693957-6694136	K562|chr6:6694379-6694600
K562|chr6:6693957-6694136	K562|chr6:6695800-6696304
K562|chr6:6693957-6694136	K562|chr6:6697023-6697139
K562|chr6:6693957-6694136	K562|chr6:6697491-6697648
K562|chr6:6694379-6694600	K562|chr6:6695800-6696304
K562|chr6:6694379-6694600	K562|chr6:6697023-6697139
K562|chr6:6694379-6694600	K562|chr6:6697491-6697648
K562|chr6:6695800-6696304	K562|chr6:6697023-6697139
K562|chr6:6695800-6696304	K562|chr6:6697491-6697648
K562|chr6:6697023-6697139	K562|chr6:6697491-6697648
K562|chr6:6697023-6697139	K562|chr6:6699845-6699983
K562|chr6:6697023-6697139	K562|chr6:6700075-6700636
K562|chr6:6697491-6697648	K562|chr6:6699845-6699983
K562|chr6:6697491-6697648	K562|chr6:6700075-6700636
K562|chr6:6699845-6699983	K562|chr6:6700075-6700636
K562|chr6:6699845-6699983	K562|chr6:6701919-6702600
K562|chr6:6700075-6700636	K562|chr6:6701919-6702600
K562|chr6:69285820-69286008	K562|chr6:69286100-69286400
K562|chr6:69484848-69484940	K562|chr6:69485160-69485317
K562|chr7:100165897-100166001	K562|chr7:100167058-100167468
K562|chr7:103047032-103047135	K562|chr7:103047227-103047333
K562|chr7:105817007-105817147	K562|chr7:105817456-105817730
K562|chr7:106202874-106203786	K562|chr7:106203888-106204355
K562|chr7:106202874-106203786	K562|chr7:106204447-106204603
K562|chr7:106202874-106203786	K562|chr7:106205967-106206110
K562|chr7:106203888-106204355	K562|chr7:106204447-106204603
K562|chr7:106203888-106204355	K562|chr7:106205967-106206110
K562|chr7:106204447-106204603	K562|chr7:106205967-106206110
K562|chr7:106205967-106206110	K562|chr7:106207720-106209400
K562|chr7:106207720-106209400	K562|chr7:106209800-106212600
K562|chr7:106371622-106371881	K562|chr7:106372478-106372600
K562|chr7:106371622-106371881	K562|chr7:106372600-106373091
K562|chr7:106372478-106372600	K562|chr7:106372600-106373091
K562|chr7:106589596-106589764	K562|chr7:106591778-106591800
K562|chr7:106589596-106589764	K562|chr7:106591800-106591975
K562|chr7:106589596-106589764	K562|chr7:106592433-106594054
K562|chr7:106591778-106591800	K562|chr7:106591800-106591975
K562|chr7:106591778-106591800	K562|chr7:106592433-106594054
K562|chr7:106591800-106591975	K562|chr7:106592433-106594054
K562|chr7:107515455-107515547	K562|chr7:107516115-107516375
K562|chr7:107516115-107516375	K562|chr7:107519755-107519847
K562|chr7:128047525-128047766	K562|chr7:128048081-128048200
K562|chr7:128047525-128047766	K562|chr7:128048400-128048536
K562|chr7:128047525-128047766	K562|chr7:128050800-128051000
K562|chr7:128047525-128047766	K562|chr7:128051000-128051295
K562|chr7:128048081-128048200	K562|chr7:128048400-128048536
K562|chr7:128048081-128048200	K562|chr7:128050800-128051000
K562|chr7:128048081-128048200	K562|chr7:128051000-128051295
K562|chr7:128048400-128048536	K562|chr7:128050800-128051000
K562|chr7:128048400-128048536	K562|chr7:128051000-128051295
K562|chr7:128050800-128051000	K562|chr7:128051000-128051295
K562|chr7:128069736-128070043	K562|chr7:128071352-128071467
K562|chr7:128498665-128499050	K562|chr7:128499142-128499380
K562|chr7:128498665-128499050	K562|chr7:128499613-128500400
K562|chr7:128499142-128499380	K562|chr7:128499613-128500400
K562|chr7:128514860-128515084	K562|chr7:128515824-128515922
K562|chr7:129463502-129463620	K562|chr7:129464344-129464600
K562|chr7:129463502-129463620	K562|chr7:129464600-129464749
K562|chr7:129463502-129463620	K562|chr7:129466077-129466292
K562|chr7:129463502-129463620	K562|chr7:129466430-129466522
K562|chr7:129464344-129464600	K562|chr7:129464600-129464749
K562|chr7:129464344-129464600	K562|chr7:129466077-129466292
K562|chr7:129464344-129464600	K562|chr7:129466430-129466522
K562|chr7:129464600-129464749	K562|chr7:129466077-129466292
K562|chr7:129464600-129464749	K562|chr7:129466430-129466522
K562|chr7:129466077-129466292	K562|chr7:129466430-129466522
K562|chr7:129470400-129470600	K562|chr7:129470600-129470821
K562|chr7:129470400-129470600	K562|chr7:129471119-129471200
K562|chr7:129470400-129470600	K562|chr7:129471200-129471800
K562|chr7:129470600-129470821	K562|chr7:129471119-129471200
K562|chr7:129470600-129470821	K562|chr7:129471200-129471800
K562|chr7:129471119-129471200	K562|chr7:129471200-129471800
K562|chr7:129908870-129908965	K562|chr7:129911400-129911800
K562|chr7:129911400-129911800	K562|chr7:129912248-129913200
K562|chr7:134334070-134334299	K562|chr7:134335572-134335709
K562|chr7:139704793-139705011	K562|chr7:139705188-139705400
K562|chr7:139704793-139705011	K562|chr7:139705400-139705800
K562|chr7:139705188-139705400	K562|chr7:139705400-139705800
K562|chr7:16299769-16300387	K562|chr7:16300717-16301600
K562|chr7:16300717-16301600	K562|chr7:16304600-16306000
K562|chr7:16304600-16306000	K562|chr7:16308600-16309852
K562|chr7:20346124-20346640	K562|chr7:20346868-20346975
K562|chr7:22601569-22601749	K562|chr7:22601973-22602082
K562|chr7:22601569-22601749	K562|chr7:22604000-22605451
K562|chr7:22601973-22602082	K562|chr7:22604000-22605451
K562|chr7:22757399-22757651	K562|chr7:22757755-22758450
K562|chr7:22762751-22762800	K562|chr7:22762800-22763200
K562|chr7:22762751-22762800	K562|chr7:22763200-22763271
K562|chr7:22762751-22762800	K562|chr7:22764815-22765200
K562|chr7:22762800-22763200	K562|chr7:22763200-22763271
K562|chr7:22762800-22763200	K562|chr7:22764815-22765200
K562|chr7:22763200-22763271	K562|chr7:22764815-22765200
K562|chr7:23098317-23098645	K562|chr7:23102016-23102464
K562|chr7:2387537-2387663	K562|chr7:2389556-2390056
K562|chr7:2387537-2387663	K562|chr7:2390185-2390277
K562|chr7:2387537-2387663	K562|chr7:2390425-2390517
K562|chr7:2389556-2390056	K562|chr7:2390185-2390277
K562|chr7:2389556-2390056	K562|chr7:2390425-2390517
K562|chr7:2390185-2390277	K562|chr7:2390425-2390517
K562|chr7:34975277-34975460	K562|chr7:34975666-34975788
K562|chr7:36341600-36341800	K562|chr7:36341800-36342309
